Order_ID,Restaurant_Name,Location,Order,Order_Time,Delivery,Delivery_Time,Delivery_Duration_min,Pizza_Size,Pizza_Type,Toppings_Count,Distance_km,Traffic_Level,Payment_Method,Is_Peak_Hour,Is_Weekend,Topping_Density,Order_Month,Payment_Category,Estimated_Duration_min,Delay_min,Is_Delayed,Traffic_Impact,Order_Hour
ORD251,Little Caesars,"Dallas, TX",2024-09-04,18:30:00,2024-09-04,18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,TRUE,FALSE,1.000000000,September,Online,7.20,12.80,FALSE,3,18
ORD252,Pizza Hut,"Los Angeles, CA",2024-09-05,19:45:00,2024-09-05,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,September,Offline,10.80,14.20,FALSE,1,19
ORD253,Marco's Pizza,"Chicago, IL",2024-09-06,13:00:00,2024-09-06,13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,0.857142857,September,Online,8.40,11.60,FALSE,2,13
ORD254,Domino's,"Miami, FL",2024-09-07,18:30:00,2024-09-07,18:55:00,25,Large,Veg,4,5.0,High,Card,TRUE,TRUE,0.800000000,September,Online,12.00,13.00,FALSE,3,18
ORD255,Papa John's,"Denver, CO",2024-09-08,20:15:00,2024-09-08,20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,0.800000000,September,Offline,6.00,19.00,FALSE,2,20
ORD256,Little Caesars,"Boston, MA",2024-09-09,18:30:00,2024-09-09,18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,0.857142857,September,Online,8.40,11.60,FALSE,1,18
ORD257,Domino's,"San Francisco, CA",2024-09-10,18:00:00,2024-09-10,18:25:00,25,Large,Veg,3,5.0,High,Cash,TRUE,FALSE,0.600000000,September,Offline,12.00,13.00,FALSE,3,18
ORD258,Domino's,"Austin, TX",2024-09-11,19:15:00,2024-09-11,19:35:00,20,Medium,Non-Veg,2,3.5,Medium,Card,TRUE,FALSE,0.571428571,September,Online,8.40,11.60,FALSE,2,19
ORD259,Domino's,"Seattle, WA",2024-09-12,20:30:00,2024-09-12,20:50:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.400000000,September,Online,6.00,14.00,FALSE,1,20
ORD260,Domino's,"Chicago, IL",2024-09-13,18:45:00,2024-09-13,19:10:00,25,XL,Cheese Burst,5,4.5,High,UPI,TRUE,FALSE,1.111111111,September,Online,10.80,14.20,FALSE,3,18
ORD261,Domino's,"Miami, FL",2024-09-14,19:00:00,2024-09-14,19:20:00,20,Medium,Non-Veg,3,3.0,Medium,Cash,TRUE,TRUE,1.000000000,September,Offline,7.20,12.80,FALSE,2,19
ORD262,Domino's,"Denver, CO",2024-09-15,20:00:00,2024-09-15,20:25:00,25,Large,Veg,4,5.0,High,Card,TRUE,TRUE,0.800000000,September,Online,12.00,13.00,FALSE,3,20
ORD263,Domino's,"Boston, MA",2024-09-16,18:30:00,2024-09-16,18:50:00,20,Small,Vegan,2,2.0,Low,Wallet,TRUE,FALSE,1.000000000,September,Online,4.80,15.20,FALSE,1,18
ORD264,Domino's,"Dallas, TX",2024-09-17,19:45:00,2024-09-17,20:10:00,25,XL,Cheese Burst,5,4.5,Medium,UPI,TRUE,FALSE,1.111111111,September,Online,10.80,14.20,FALSE,2,19
ORD265,Domino's,"Los Angeles, CA",2024-09-18,18:00:00,2024-09-18,18:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,TRUE,FALSE,0.857142857,September,Offline,8.40,11.60,FALSE,3,18
ORD266,Domino's,"New York, NY",2024-09-19,20:15:00,2024-09-19,20:40:00,25,Large,Veg,4,5.0,High,Card,TRUE,FALSE,0.800000000,September,Online,12.00,13.00,FALSE,3,20
ORD267,Domino's,"San Jose, CA",2024-09-10,18:00:00,2024-09-10,18:20:00,20,Medium,Veg,2,3.0,Low,Cash,TRUE,FALSE,0.666666667,September,Offline,7.20,12.80,FALSE,1,18
ORD268,Papa John's,"Austin, TX",2024-09-11,19:15:00,2024-09-11,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Card,TRUE,FALSE,0.666666667,September,Online,14.40,15.60,FALSE,2,19
ORD269,Pizza Hut,"Seattle, WA",2024-09-12,20:30:00,2024-09-12,21:10:00,40,XL,Cheese Burst,5,8.0,High,Wallet,TRUE,FALSE,0.625000000,September,Online,19.20,20.80,TRUE,3,20
ORD270,Little Caesars,"Chicago, IL",2024-09-13,18:45:00,2024-09-13,19:05:00,20,Small,Vegan,1,2.5,Low,UPI,TRUE,FALSE,0.400000000,September,Online,6.00,14.00,FALSE,1,18
ORD271,Marco's Pizza,"Miami, FL",2024-09-14,19:00:00,2024-09-14,19:50:00,50,Large,Non-Veg,4,10.0,High,Cash,TRUE,TRUE,0.400000000,September,Offline,24.00,26.00,TRUE,3,19
ORD272,Domino's,"Denver, CO",2024-09-15,20:00:00,2024-09-15,20:35:00,35,Medium,Veg,3,5.5,Medium,Card,TRUE,TRUE,0.545454545,September,Online,13.20,21.80,TRUE,2,20
ORD273,Papa John's,"Boston, MA",2024-09-16,18:30:00,2024-09-16,18:50:00,20,Small,Vegan,2,2.0,Low,Wallet,TRUE,FALSE,1.000000000,September,Online,4.80,15.20,FALSE,1,18
ORD274,Pizza Hut,"Dallas, TX",2024-09-17,19:45:00,2024-09-17,20:25:00,40,XL,Cheese Burst,5,7.5,High,UPI,TRUE,FALSE,0.666666667,September,Online,18.00,22.00,TRUE,3,19
ORD275,Little Caesars,"Los Angeles, CA",2024-09-18,18:00:00,2024-09-18,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Cash,TRUE,FALSE,0.750000000,September,Offline,9.60,20.40,FALSE,2,18
ORD276,Marco's Pizza,"New York, NY",2024-09-19,20:15:00,2024-09-19,21:00:00,45,Large,Veg,4,9.0,High,Card,TRUE,FALSE,0.444444444,September,Online,21.60,23.40,TRUE,3,20
ORD278,Domino's,"New York, NY",2024-09-15,18:45:00,2024-09-15,19:10:00,25,Large,Veg,3,5.0,High,Domino's Cash,TRUE,TRUE,0.600000000,September,Offline,12.00,13.00,FALSE,3,18
ORD279,Pizza Hut,"Los Angeles, CA",2024-09-16,20:00:00,2024-09-16,20:30:00,30,XL,Cheese Burst,5,6.5,Medium,Card,TRUE,FALSE,0.769230769,September,Online,15.60,14.40,FALSE,2,20
ORD280,Papa John's,"Chicago, IL",2024-09-17,19:15:00,2024-09-17,19:35:00,20,Medium,Non-Veg,4,4.0,Low,UPI,TRUE,FALSE,1.000000000,September,Online,9.60,10.40,FALSE,1,19
ORD281,Little Caesars,"Houston, TX",2024-09-18,18:30:00,2024-09-18,19:05:00,35,Small,Vegan,2,7.5,High,Wallet,TRUE,FALSE,0.266666667,September,Online,18.00,17.00,TRUE,3,18
ORD282,Marco's Pizza,"Phoenix, AZ",2024-09-19,13:00:00,2024-09-19,13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,0.857142857,September,Online,8.40,11.60,FALSE,1,13
ORD283,Domino's,"Miami, FL",2024-09-20,18:45:00,2024-09-20,19:15:00,30,Large,Veg,4,6.0,Medium,Domino's Cash,TRUE,FALSE,0.666666667,September,Offline,14.40,15.60,FALSE,2,18
ORD284,Pizza Hut,"Denver, CO",2024-09-21,20:15:00,2024-09-21,20:40:00,25,XL,Cheese Burst,5,5.0,Low,UPI,TRUE,TRUE,1.000000000,September,Online,12.00,13.00,FALSE,1,20
ORD285,Papa John's,"Boston, MA",2024-09-22,19:30:00,2024-09-22,19:55:00,25,Small,Vegan,2,4.0,High,Wallet,TRUE,TRUE,0.500000000,September,Online,9.60,15.40,FALSE,3,19
ORD286,Little Caesars,"Dallas, TX",2024-09-23,18:00:00,2024-09-23,18:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,TRUE,FALSE,1.000000000,September,Online,7.20,12.80,FALSE,2,18
ORD287,Marco's Pizza,"Seattle, WA",2024-09-24,13:15:00,2024-09-24,13:45:00,30,Medium,Non-Veg,3,6.0,High,UPI,FALSE,FALSE,0.500000000,September,Online,14.40,15.60,FALSE,3,13
ORD288,Domino's,"New York, NY",2024-09-25,18:30:00,2024-09-25,19:00:00,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,0.727272727,September,Offline,13.20,16.80,FALSE,3,18
ORD289,Pizza Hut,"Los Angeles, CA",2024-09-26,19:45:00,2024-09-26,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,1.111111111,September,Offline,10.80,14.20,FALSE,1,19
ORD290,Papa John's,"Chicago, IL",2024-09-27,20:15:00,2024-09-27,20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,1.142857143,September,Online,8.40,16.60,FALSE,2,20
ORD291,Little Caesars,"Houston, TX",2024-09-28,18:30:00,2024-09-28,18:50:00,20,Small,Vegan,2,2.0,Low,Wallet,TRUE,TRUE,1.000000000,September,Online,4.80,15.20,FALSE,1,18
ORD292,Marco's Pizza,"Phoenix, AZ",2024-09-29,13:00:00,2024-09-29,13:20:00,20,Medium,Non-Veg,3,3.0,Low,UPI,FALSE,TRUE,1.000000000,September,Online,7.20,12.80,FALSE,1,13
ORD293,Domino's,"Miami, FL",2024-09-30,18:30:00,2024-09-30,18:55:00,25,Large,Veg,4,5.0,High,Domino's Cash,TRUE,FALSE,0.800000000,September,Offline,12.00,13.00,FALSE,3,18
ORD294,Pizza Hut,"Denver, CO",2024-10-01,19:45:00,2024-10-01,20:10:00,25,XL,Cheese Burst,5,4.0,High,Card,TRUE,FALSE,1.250000000,October,Online,9.60,15.40,FALSE,3,19
ORD295,Papa John's,"Boston, MA",2024-10-02,20:15:00,2024-10-02,20:40:00,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,FALSE,0.800000000,October,Online,6.00,19.00,FALSE,2,20
ORD296,Little Caesars,"Dallas, TX",2024-10-03,18:30:00,2024-10-03,18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,0.857142857,October,Online,8.40,11.60,FALSE,1,18
ORD297,Marco's Pizza,"Seattle, WA",2024-10-04,13:00:00,2024-10-04,13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,0.857142857,October,Online,8.40,11.60,FALSE,1,13
ORD298,Domino's,"New York, NY",2024-10-05,18:30:00,2024-10-05,18:55:00,25,Large,Veg,4,5.0,High,Domino's Cash,TRUE,TRUE,0.800000000,October,Offline,12.00,13.00,FALSE,3,18
ORD299,Pizza Hut,"Los Angeles, CA",2024-10-06,19:45:00,2024-10-06,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,TRUE,1.111111111,October,Offline,10.80,14.20,FALSE,1,19
ORD300,Papa John's,"Chicago, IL",2024-10-07,20:15:00,2024-10-07,20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,1.142857143,October,Online,8.40,16.60,FALSE,2,20
ORD301,Little Caesars,"Houston, TX",2024-10-08,18:30:00,2024-10-08,18:50:00,20,Small,Vegan,2,2.0,Low,Wallet,TRUE,FALSE,1.000000000,October,Online,4.80,15.20,FALSE,1,18
ORD302,Marco's Pizza,"Phoenix, AZ",2024-10-09,13:00:00,2024-10-09,13:20:00,20,Medium,Non-Veg,3,3.0,Low,UPI,FALSE,FALSE,1.000000000,October,Online,7.20,12.80,FALSE,1,13
ORD303,Domino's,"Miami, FL",2024-10-10,18:30:00,2024-10-10,18:55:00,25,Large,Veg,4,5.0,High,Domino's Cash,TRUE,FALSE,0.800000000,October,Offline,12.00,13.00,FALSE,3,18
ORD304,Pizza Hut,"Denver, CO",2024-10-11,19:45:00,2024-10-11,20:10:00,25,XL,Cheese Burst,5,4.5,Low,Card,TRUE,FALSE,1.111111111,October,Online,10.80,14.20,FALSE,1,19
ORD305,Papa John's,"Boston, MA",2024-10-12,20:15:00,2024-10-12,20:40:00,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,TRUE,0.800000000,October,Online,6.00,19.00,FALSE,2,20
ORD306,Little Caesars,"Dallas, TX",2024-10-13,18:30:00,2024-10-13,18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,TRUE,0.857142857,October,Online,8.40,11.60,FALSE,1,18
ORD307,Domino's,"New York, NY",2024-08-26,18:00:00,2024-08-26,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,August,Online,7.20,12.80,FALSE,1,18
ORD308,Papa John's,"Chicago, IL",2024-08-27,19:15:00,2024-08-27,19:45:00,30,Large,Non-Veg,4,6.0,Medium,UPI,TRUE,FALSE,0.666666667,August,Online,14.40,15.60,FALSE,2,19
ORD309,Pizza Hut,"Los Angeles, CA",2024-08-28,20:30:00,2024-08-28,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,FALSE,0.625000000,August,Offline,19.20,20.80,TRUE,3,20
ORD310,Little Caesars,"Houston, TX",2024-08-29,18:45:00,2024-08-29,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.400000000,August,Offline,6.00,14.00,FALSE,1,18
ORD311,Marco's Pizza,"Phoenix, AZ",2024-08-30,19:00:00,2024-08-30,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,August,Online,24.00,26.00,TRUE,3,19
ORD312,Domino's,"Miami, FL",2024-08-31,20:00:00,2024-08-31,20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,0.545454545,August,Online,13.20,21.80,TRUE,2,20
ORD313,Papa John's,"Denver, CO",2024-09-01,18:30:00,2024-09-01,18:50:00,20,Small,Vegan,2,2.0,Low,UPI,TRUE,TRUE,1.000000000,September,Online,4.80,15.20,FALSE,1,18
ORD314,Pizza Hut,"Boston, MA",2024-09-02,19:45:00,2024-09-02,20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,September,Offline,18.00,22.00,TRUE,3,19
ORD315,Little Caesars,"Dallas, TX",2024-09-03,18:00:00,2024-09-03,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Cash,TRUE,FALSE,0.750000000,September,Offline,9.60,20.40,FALSE,2,18
ORD316,Marco's Pizza,"Seattle, WA",2024-09-04,20:15:00,2024-09-04,21:00:00,45,Large,Veg,4,9.0,High,Wallet,TRUE,FALSE,0.444444444,September,Online,21.60,23.40,TRUE,3,20
ORD317,Domino's,"San Jose, CA",2024-09-05,18:00:00,2024-09-05,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,September,Online,7.20,12.80,FALSE,1,18
ORD318,Papa John's,"Austin, TX",2024-09-06,19:15:00,2024-09-06,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Cash,TRUE,FALSE,0.666666667,September,Offline,14.40,15.60,FALSE,2,19
ORD319,Pizza Hut,"San Diego, CA",2024-09-07,20:30:00,2024-09-07,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,TRUE,0.625000000,September,Offline,19.20,20.80,TRUE,3,20
ORD320,Little Caesars,"Jacksonville, FL",2024-09-08,18:45:00,2024-09-08,19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,0.400000000,September,Online,6.00,14.00,FALSE,1,18
ORD321,Marco's Pizza,"Fort Worth, TX",2024-09-09,19:00:00,2024-09-09,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,September,Online,24.00,26.00,TRUE,3,19
ORD322,Domino's,"Columbus, OH",2024-09-10,20:00:00,2024-09-10,20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,September,Online,13.20,21.80,TRUE,2,20
ORD323,Papa John's,"Charlotte, NC",2024-09-11,18:30:00,2024-09-11,18:50:00,20,Small,Vegan,2,2.0,Low,UPI,TRUE,FALSE,1.000000000,September,Online,4.80,15.20,FALSE,1,18
ORD324,Pizza Hut,"Indianapolis, IN",2024-09-12,19:45:00,2024-09-12,20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,September,Offline,18.00,22.00,TRUE,3,19
ORD325,Little Caesars,"San Francisco, CA",2024-09-13,18:00:00,2024-09-13,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Cash,TRUE,FALSE,0.750000000,September,Offline,9.60,20.40,FALSE,2,18
ORD326,Marco's Pizza,"Charlotte, NC",2024-09-14,20:15:00,2024-09-14,21:00:00,45,Large,Veg,4,9.0,High,Wallet,TRUE,TRUE,0.444444444,September,Online,21.60,23.40,TRUE,3,20
ORD327,Domino's,"Detroit, MI",2024-09-15,18:00:00,2024-09-15,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,TRUE,0.666666667,September,Online,7.20,12.80,FALSE,1,18
ORD328,Papa John's,"El Paso, TX",2024-09-16,19:15:00,2024-09-16,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Cash,TRUE,FALSE,0.666666667,September,Offline,14.40,15.60,FALSE,2,19
ORD329,Pizza Hut,"Memphis, TN",2024-09-17,20:30:00,2024-09-17,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,FALSE,0.625000000,September,Offline,19.20,20.80,TRUE,3,20
ORD330,Little Caesars,"Baltimore, MD",2024-09-18,18:45:00,2024-09-18,19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.400000000,September,Online,6.00,14.00,FALSE,1,18
ORD331,Marco's Pizza,"Boston, MA",2024-09-19,19:00:00,2024-09-19,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,September,Online,24.00,26.00,TRUE,3,19
ORD332,Domino's,"New York, NY",2024-09-20,18:00:00,2024-09-20,18:20:00,20,Medium,Veg,2,3.0,Low,Domino's Cash,TRUE,FALSE,0.666666667,September,Offline,7.20,12.80,FALSE,1,18
ORD333,Papa John's,"Chicago, IL",2024-09-21,19:15:00,2024-09-21,19:45:00,30,Large,Non-Veg,4,6.0,Medium,UPI,TRUE,TRUE,0.666666667,September,Online,14.40,15.60,FALSE,2,19
ORD334,Pizza Hut,"Los Angeles, CA",2024-09-22,20:30:00,2024-09-22,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,TRUE,0.625000000,September,Offline,19.20,20.80,TRUE,3,20
ORD335,Little Caesars,"Houston, TX",2024-09-23,18:45:00,2024-09-23,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.400000000,September,Offline,6.00,14.00,FALSE,1,18
ORD336,Marco's Pizza,"Phoenix, AZ",2024-09-24,19:00:00,2024-09-24,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,September,Online,24.00,26.00,TRUE,3,19
ORD337,Domino's,"Miami, FL",2024-09-25,20:00:00,2024-09-25,20:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,September,Online,7.20,12.80,FALSE,1,20
ORD338,Papa John's,"Chicago, IL",2024-09-26,19:15:00,2024-09-26,19:45:00,30,Large,Non-Veg,4,6.0,Medium,UPI,TRUE,FALSE,0.666666667,September,Online,14.40,15.60,FALSE,2,19
ORD339,Pizza Hut,"Los Angeles, CA",2024-09-27,20:30:00,2024-09-27,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,FALSE,0.625000000,September,Offline,19.20,20.80,TRUE,3,20
ORD340,Little Caesars,"Houston, TX",2024-09-28,18:45:00,2024-09-28,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,0.400000000,September,Offline,6.00,14.00,FALSE,1,18
ORD341,Marco's Pizza,"Phoenix, AZ",2024-09-29,19:00:00,2024-09-29,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,TRUE,0.400000000,September,Online,24.00,26.00,TRUE,3,19
ORD342,Domino's,"Miami, FL",2024-09-30,20:00:00,2024-09-30,20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,September,Online,13.20,21.80,TRUE,2,20
ORD343,Papa John's,"Denver, CO",2024-10-01,18:30:00,2024-10-01,18:50:00,20,Small,Vegan,2,2.0,Low,UPI,TRUE,FALSE,1.000000000,October,Online,4.80,15.20,FALSE,1,18
ORD344,Pizza Hut,"Boston, MA",2024-10-02,19:45:00,2024-10-02,20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,October,Offline,18.00,22.00,TRUE,3,19
ORD345,Little Caesars,"Dallas, TX",2024-10-03,18:00:00,2024-10-03,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Cash,TRUE,FALSE,0.750000000,October,Offline,9.60,20.40,FALSE,2,18
ORD346,Marco's Pizza,"Seattle, WA",2024-10-04,20:15:00,2024-10-04,21:00:00,45,Large,Veg,4,9.0,High,Wallet,TRUE,FALSE,0.444444444,October,Online,21.60,23.40,TRUE,3,20
ORD347,Domino's,"San Jose, CA",2024-10-05,18:00:00,2024-10-05,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,TRUE,0.666666667,October,Online,7.20,12.80,FALSE,1,18
ORD348,Papa John's,"Austin, TX",2024-10-06,19:15:00,2024-10-06,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Cash,TRUE,TRUE,0.666666667,October,Offline,14.40,15.60,FALSE,2,19
ORD349,Pizza Hut,"San Diego, CA",2024-10-07,20:30:00,2024-10-07,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,FALSE,0.625000000,October,Offline,19.20,20.80,TRUE,3,20
ORD350,Little Caesars,"Jacksonville, FL",2024-10-08,18:45:00,2024-10-08,19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,0.400000000,October,Online,6.00,14.00,FALSE,1,18
ORD351,Marco's Pizza,"Fort Worth, TX",2024-10-09,19:00:00,2024-10-09,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,October,Online,24.00,26.00,TRUE,3,19
ORD352,Domino's,"Columbus, OH",2024-10-10,20:00:00,2024-10-10,20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,0.545454545,October,Online,13.20,21.80,TRUE,2,20
ORD353,Papa John's,"Charlotte, NC",2024-10-11,18:30:00,2024-10-11,18:50:00,20,Small,Vegan,2,2.0,Low,UPI,TRUE,FALSE,1.000000000,October,Online,4.80,15.20,FALSE,1,18
ORD354,Pizza Hut,"Indianapolis, IN",2024-10-12,19:45:00,2024-10-12,20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,TRUE,0.666666667,October,Offline,18.00,22.00,TRUE,3,19
ORD355,Little Caesars,"San Francisco, CA",2024-10-13,18:00:00,2024-10-13,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Cash,TRUE,TRUE,0.750000000,October,Offline,9.60,20.40,FALSE,2,18
ORD356,Marco's Pizza,"Charlotte, NC",2024-10-14,20:15:00,2024-10-14,21:00:00,45,Large,Veg,4,9.0,High,Wallet,TRUE,FALSE,0.444444444,October,Online,21.60,23.40,TRUE,3,20
ORD357,Domino's,"Detroit, MI",2024-10-15,18:00:00,2024-10-15,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,October,Online,7.20,12.80,FALSE,1,18
ORD358,Papa John's,"El Paso, TX",2024-10-16,19:15:00,2024-10-16,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Wallet,TRUE,FALSE,0.666666667,October,Online,14.40,15.60,FALSE,2,19
ORD359,Pizza Hut,"Memphis, TN",2024-10-17,20:30:00,2024-10-17,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,FALSE,0.625000000,October,Offline,19.20,20.80,TRUE,3,20
ORD360,Little Caesars,"Baltimore, MD",2024-10-18,18:45:00,2024-10-18,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.400000000,October,Offline,6.00,14.00,FALSE,1,18
ORD361,Marco's Pizza,"Boston, MA",2024-10-19,19:00:00,2024-10-19,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,TRUE,0.400000000,October,Online,24.00,26.00,TRUE,3,19
ORD362,Domino's,"New York, NY",2024-10-20,18:00:00,2024-10-20,18:20:00,20,Medium,Veg,2,3.0,Low,Domino's Cash,TRUE,TRUE,0.666666667,October,Offline,7.20,12.80,FALSE,1,18
ORD363,Domino's,"Miami, FL",2024-10-21,20:00:00,2024-10-21,20:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,October,Online,7.20,12.80,FALSE,1,20
ORD364,Papa John's,"Chicago, IL",2024-10-22,19:15:00,2024-10-22,19:45:00,30,Large,Non-Veg,4,6.0,Medium,UPI,TRUE,FALSE,0.666666667,October,Online,14.40,15.60,FALSE,2,19
ORD365,Pizza Hut,"Los Angeles, CA",2024-10-23,20:30:00,2024-10-23,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,FALSE,0.625000000,October,Offline,19.20,20.80,TRUE,3,20
ORD366,Little Caesars,"Houston, TX",2024-10-24,18:45:00,2024-10-24,19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,0.400000000,October,Offline,6.00,14.00,FALSE,1,18
ORD367,Marco's Pizza,"Phoenix, AZ",2024-10-25,19:00:00,2024-10-25,19:50:00,50,Large,Non-Veg,4,10.0,High,Card,TRUE,FALSE,0.400000000,October,Online,24.00,26.00,TRUE,3,19
ORD368,Domino's,"Miami, FL",2024-10-26,20:00:00,2024-10-26,20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,0.545454545,October,Online,13.20,21.80,TRUE,2,20
ORD369,Papa John's,"Denver, CO",2024-10-27,18:30:00,2024-10-27,18:50:00,20,Small,Vegan,2,2.0,Low,UPI,TRUE,TRUE,1.000000000,October,Online,4.80,15.20,FALSE,1,18
ORD370,Pizza Hut,"Boston, MA",2024-10-28,19:45:00,2024-10-28,20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,0.666666667,October,Offline,18.00,22.00,TRUE,3,19
ORD371,Little Caesars,"Dallas, TX",2024-10-29,18:00:00,2024-10-29,18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Card,TRUE,FALSE,0.750000000,October,Online,9.60,20.40,FALSE,2,18
ORD372,Marco's Pizza,"Seattle, WA",2024-10-30,20:15:00,2024-10-30,21:00:00,45,Large,Veg,4,9.0,High,Wallet,TRUE,FALSE,0.444444444,October,Online,21.60,23.40,TRUE,3,20
ORD373,Domino's,"San Jose, CA",2024-10-31,18:00:00,2024-10-31,18:20:00,20,Medium,Veg,2,3.0,Low,Card,TRUE,FALSE,0.666666667,October,Online,7.20,12.80,FALSE,1,18
ORD374,Papa John's,"Austin, TX",2024-11-01,19:15:00,2024-11-01,19:45:00,30,Large,Non-Veg,4,6.0,Medium,Cash,TRUE,FALSE,0.666666667,November,Offline,14.40,15.60,FALSE,2,19
ORD375,Pizza Hut,"San Diego, CA",2024-11-02,20:30:00,2024-11-02,21:10:00,40,XL,Cheese Burst,5,8.0,High,Hut Points,TRUE,TRUE,0.625000000,November,Offline,19.20,20.80,TRUE,3,20
ORD376,Little Caesars,"Jacksonville, FL",2024-11-03,18:45:00,2024-11-03,19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,0.400000000,November,Online,6.00,14.00,FALSE,1,18
